MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,Prediccion_Escalada,Precio_Predicho_USD
60,RL,,IR1,Lvl,CulDSac,Gilbert,6,5,1994,Gable,HdBoard,TA,PConc,Gd,No,Unf,Gd,Y,910,732,1642,0.0,1,TA,7,Typ,1,TA,RFn,2.0,392.0,Y,290,0,Normal,2007,12.088490244335606,177813.44970493435
20,RL,160.0,Reg,Lvl,Inside,Gilbert,6,6,1964,Gable,HdBoard,TA,CBlock,TA,Av,BLQ,Fa,Y,1128,0,1128,1.0,0,TA,6,Typ,1,TA,Unf,2.0,480.0,P,0,0,Alloca,2007,11.881529787821842,144571.54539207273
120,RL,38.0,IR1,Lvl,Inside,StoneBr,8,5,1988,Gable,CemntBd,Gd,CBlock,Gd,Gd,GLQ,Gd,Y,1179,0,1179,1.0,0,TA,5,Typ,0,,RFn,2.0,480.0,Y,0,135,Normal,2007,12.269260039816487,213045.2875753973
120,RL,35.0,IR1,HLS,Inside,StoneBr,8,5,1990,Gable,CemntBd,Gd,PConc,Gd,Gd,GLQ,Gd,Y,1321,0,1321,1.0,0,Gd,4,Typ,1,TA,RFn,2.0,484.0,Y,0,0,Normal,2007,12.368471944557285,235265.9709846532
60,RL,98.0,IR1,Lvl,Inside,StoneBr,8,5,2005,Hip,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,1164,1377,2541,1.0,1,Ex,10,Typ,1,Gd,Fin,3.0,729.0,Y,120,0,Normal,2007,12.722644355143968,335254.20875493286
20,RL,52.0,IR1,Lvl,CulDSac,StoneBr,9,5,2007,Hip,VinylSd,Ex,PConc,Ex,Av,GLQ,Ex,Y,2338,0,2338,1.0,1,Gd,8,Typ,2,Gd,Fin,3.0,1110.0,Y,0,322,Partial,2007,12.902074900933725,401143.66178055666
190,RL,195.0,IR1,Lvl,FR2,Gilbert,5,5,1990,Gable,HdBoard,TA,CBlock,Gd,Gd,ALQ,TA,Y,1424,0,1424,1.0,1,TA,7,Mod,0,,Unf,3.0,828.0,N,144,0,Normal,2007,12.051686898599112,171388.27894668054
120,RL,61.0,IR1,HLS,Inside,StoneBr,9,5,2006,Gable,MetalSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1612,0,1612,1.0,0,Ex,6,Typ,1,Gd,Fin,2.0,556.0,Y,0,0,Normal,2007,12.589266376227034,293392.43963007693
20,RL,85.0,IR1,HLS,Inside,StoneBr,8,5,2006,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,2234,0,2234,1.0,1,Gd,7,Typ,1,Gd,RFn,2.0,724.0,Y,390,0,Normal,2007,12.711637198421016,331584.24810667883
20,RL,81.0,IR1,HLS,Inside,StoneBr,10,5,2007,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,2042,0,2042,1.0,0,Ex,8,Typ,1,Gd,Fin,3.0,724.0,Y,240,174,Partial,2007,12.906965572157638,403110.3287847417
20,RL,,IR1,Lvl,Inside,NWAmes,6,5,1984,Hip,HdBoard,TA,CBlock,Gd,No,GLQ,TA,Y,1284,0,1284,1.0,0,TA,5,Typ,0,,Unf,2.0,480.0,Y,0,0,Abnorml,2007,11.937715172417736,152926.87920088953
60,RL,78.0,Reg,Lvl,Inside,NWAmes,7,7,2003,Gable,MetalSd,Gd,CBlock,Gd,No,ALQ,Ex,Y,725,754,1479,0.0,1,Gd,6,Typ,1,TA,RFn,2.0,484.0,Y,167,0,Normal,2007,12.16949442552472,192816.53607888432
20,RL,93.0,Reg,Lvl,Inside,NWAmes,7,6,1985,Gable,Plywood,TA,CBlock,Gd,No,GLQ,TA,Y,1664,0,1664,1.0,0,Gd,7,Typ,1,TA,Fin,2.0,663.0,Y,0,0,Normal,2007,12.271691823667643,213563.99810561413
60,RL,61.0,IR1,Lvl,Inside,NWAmes,7,5,1979,Hip,HdBoard,TA,CBlock,Gd,No,ALQ,TA,Y,1085,845,1930,1.0,1,Gd,9,Typ,1,TA,Fin,2.0,481.0,Y,192,0,Normal,2007,12.278615775718562,215047.83607169866
20,RL,79.0,Reg,Lvl,FR2,NWAmes,6,6,1984,Gable,Plywood,TA,CBlock,Gd,No,ALQ,TA,Y,1177,0,1177,0.0,0,Gd,6,Typ,0,,Fin,2.0,495.0,Y,204,0,Normal,2007,11.996593181057923,162201.25874086778
20,RL,80.0,Reg,Lvl,Inside,NWAmes,6,5,1999,Gable,MetalSd,TA,CBlock,Gd,No,GLQ,Ex,Y,1353,0,1353,1.0,0,TA,5,Typ,1,TA,RFn,2.0,478.0,Y,240,0,Normal,2007,12.079645217959492,176247.62016254428
20,RL,128.0,IR1,Lvl,Inside,NWAmes,6,5,1971,Hip,HdBoard,TA,CBlock,TA,Mn,ALQ,TA,Y,1220,0,1220,0.0,0,TA,6,Typ,1,TA,Unf,2.0,944.0,Y,0,0,Normal,2007,11.968735303818693,157745.03464689973
80,RL,64.0,IR1,Lvl,CulDSac,NWAmes,7,6,1976,Gable,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,Y,1324,0,1324,0.0,0,Gd,5,Typ,1,Fa,Fin,2.0,585.0,Y,407,0,Normal,2007,12.218850396933794,202571.9471377101
60,RL,80.0,Reg,Lvl,Inside,NWAmes,6,6,1974,Gable,HdBoard,TA,CBlock,TA,No,ALQ,TA,Y,1084,793,1877,1.0,1,TA,8,Typ,1,TA,Unf,2.0,488.0,Y,0,0,Normal,2007,12.151845649675565,189443.41354969502
20,RL,63.0,Reg,Lvl,Inside,NAmes,5,6,1990,Gable,MetalSd,TA,CBlock,TA,No,ALQ,TA,Y,1422,0,1422,1.0,0,TA,7,Min2,0,,Unf,2.0,576.0,Y,252,0,Normal,2007,11.89356264798251,146321.66292421645
20,RL,66.0,Reg,Lvl,Inside,NAmes,5,5,2002,Gable,HdBoard,TA,CBlock,TA,No,ALQ,Ex,Y,914,0,914,0.0,0,Ex,5,Typ,0,,RFn,1.0,368.0,Y,120,0,Normal,2007,11.711660668866406,121985.89092433074
20,RL,,Reg,Lvl,FR2,NAmes,4,7,1961,Gable,MetalSd,TA,BrkTil,TA,No,ALQ,Ex,Y,914,0,914,0.0,0,TA,4,Typ,0,,Unf,1.0,270.0,Y,140,0,Normal,2007,11.645028759405974,114122.61954950733
120,RH,33.0,IR1,Lvl,Inside,NAmes,6,5,2001,Gable,MetalSd,Gd,PConc,Gd,Mn,Unf,Ex,Y,1337,0,1337,0.0,0,Gd,5,Typ,1,TA,Fin,2.0,511.0,Y,136,0,Normal,2007,11.992865308551824,161597.71878690447
120,RH,26.0,IR2,Lvl,FR2,NAmes,6,5,1998,Gable,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1337,0,1337,1.0,0,Gd,5,Typ,1,TA,Fin,2.0,522.0,Y,0,0,Normal,2007,12.077454589479546,175861.94969088436
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,6,1973,Gable,HdBoard,TA,CBlock,TA,No,ALQ,TA,Y,525,567,1092,0.0,1,TA,6,Typ,0,,Unf,1.0,264.0,Y,144,0,Normal,2007,11.5707683326329,105954.84932979089
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,5,1973,Gable,HdBoard,TA,CBlock,TA,No,Unf,Ex,Y,672,546,1218,0.0,1,Ex,7,Typ,0,,Unf,1.0,264.0,Y,0,0,Normal,2007,11.62808550848652,112205.30005102792
120,RL,24.0,Reg,Lvl,Inside,NPkVill,7,7,1978,Gable,Plywood,TA,CBlock,Gd,No,GLQ,TA,Y,1055,0,1055,0.0,0,TA,4,Typ,0,,Unf,1.0,319.0,Y,108,0,Normal,2007,11.933110435196642,152224.309922996
20,RL,65.0,Reg,Lvl,Inside,NAmes,5,6,1966,Hip,HdBoard,TA,CBlock,TA,No,BLQ,TA,Y,988,0,988,1.0,0,TA,5,Typ,0,,Unf,1.0,360.0,Y,0,0,Normal,2007,11.715970200178067,122512.72733448326
20,RL,96.0,Reg,Lvl,FR2,NridgHt,9,5,2007,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1816,0,1816,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,730.0,Y,186,0,Partial,2007,12.769280554008418,351259.5029789348
20,RL,91.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Gable,CemntBd,Gd,PConc,Ex,Mn,Unf,Ex,Y,1694,0,1694,0.0,0,Gd,7,Typ,1,Gd,RFn,3.0,856.0,Y,0,0,Partial,2007,12.488223468442264,265195.7385747991
20,RL,110.0,Reg,Lvl,Corner,NridgHt,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,2122,0,2122,1.0,1,Gd,7,Typ,1,Ex,Fin,3.0,938.0,Y,130,0,Partial,2007,12.744670682814197,342720.55403223546
60,RL,107.0,Reg,Lvl,Inside,NridgHt,9,5,2007,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1943,713,2656,1.0,1,Ex,8,Typ,1,Gd,RFn,3.0,1040.0,Y,268,0,Partial,2007,12.923149341143073,409687.24935445935
60,RL,110.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Y,1148,1402,2550,0.0,1,Ex,11,Typ,1,Gd,Fin,3.0,670.0,Y,120,0,Partial,2007,12.653836499712156,312961.8257775267
20,RL,105.0,Reg,Lvl,Inside,NridgHt,10,5,2006,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,2046,0,2046,1.0,1,Ex,7,Typ,2,Gd,Fin,3.0,878.0,Y,188,175,Normal,2007,12.895417652234057,398482.0181018471
20,RL,107.0,Reg,Lvl,Inside,NridgHt,9,5,2007,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,2552,0,2552,1.0,0,Ex,8,Typ,2,Ex,Fin,3.0,932.0,Y,130,0,Partial,2007,12.930967230802061,412902.69167409476
60,RL,118.0,IR1,Lvl,CulDSac,NridgHt,9,5,2006,Gable,MetalSd,Gd,PConc,Ex,Gd,Unf,Ex,Y,1722,1036,2758,0.0,1,Ex,9,Typ,1,Ex,Fin,3.0,814.0,Y,282,0,Normal,2007,12.816967486040031,368415.8056851626
20,RL,59.0,IR2,Lvl,CulDSac,NridgHt,10,5,2007,Hip,CemntBd,Ex,PConc,Ex,Av,GLQ,Ex,Y,2290,0,2290,2.0,1,Ex,7,Typ,1,Gd,Fin,3.0,1174.0,Y,192,0,Partial,2007,12.992659009735565,439177.5313478674
60,RL,134.0,IR1,Lvl,Corner,NridgHt,8,5,2008,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1582,570,2152,0.0,1,Gd,7,Typ,1,Gd,Unf,2.0,728.0,Y,0,0,Partial,2007,12.509715036725716,270956.89731822564
60,RL,82.0,IR1,Lvl,Inside,NridgHt,8,5,2007,Gable,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,958,1142,2100,1.0,1,Ex,8,Typ,2,Gd,Fin,3.0,786.0,Y,172,0,Partial,2007,12.707200596457684,330116.3993186177
20,RL,94.0,IR1,HLS,Corner,NridgHt,9,5,2006,Hip,MetalSd,Ex,PConc,Ex,Gd,Unf,Ex,Y,1802,0,1802,0.0,1,Ex,7,Typ,1,Gd,Fin,3.0,843.0,Y,158,0,Normal,2007,12.663150151806946,315890.25937897403
60,RL,99.0,IR1,Lvl,Inside,NridgHt,8,5,2004,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1718,1238,2956,0.0,1,Ex,11,Typ,1,Ex,RFn,3.0,916.0,Y,194,0,Normal,2007,12.7321929537544,338470.7489130695
60,RL,110.0,Reg,Lvl,Inside,NridgHt,8,5,2003,Gable,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,1217,1168,2385,1.0,1,Gd,7,Typ,1,Gd,Fin,3.0,818.0,Y,192,0,Normal,2007,12.661991231265418,315524.37972218724
60,RL,,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Y,895,923,1818,1.0,1,Ex,8,Typ,1,Gd,Fin,3.0,774.0,Y,196,0,Partial,2007,12.630196438520198,305650.1537613443
20,RL,70.0,IR1,Lvl,Inside,NridgHt,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1614,0,1614,1.0,0,Gd,7,Typ,0,,RFn,3.0,878.0,Y,100,0,Normal,2007,12.412680760284278,245900.13083850537
20,RL,71.0,IR1,Lvl,Inside,NridgHt,8,5,2005,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1721,0,1721,1.0,0,Gd,7,Typ,0,,RFn,2.0,554.0,Y,168,0,Normal,2007,12.429940977412228,250181.26082118673
60,RL,92.0,IR1,Lvl,Corner,NridgHt,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1298,530,1828,0.0,1,Gd,7,Typ,0,,RFn,3.0,876.0,Y,0,0,Partial,2007,12.435906321732702,251678.13844081407
120,RL,34.0,Reg,Lvl,Inside,NridgHt,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,ALQ,Ex,Y,1302,0,1302,1.0,1,Gd,5,Typ,1,Gd,RFn,2.0,631.0,Y,110,0,Partial,2007,12.315199277913457,223060.71498984707
120,RL,34.0,Reg,Lvl,Inside,NridgHt,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,ALQ,Ex,Y,1302,0,1302,1.0,1,Gd,5,Typ,1,Gd,RFn,2.0,631.0,Y,110,0,Normal,2007,12.283702154901082,216144.43740924398
120,RL,41.0,IR1,Lvl,Inside,NridgHt,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,ALQ,Ex,Y,1362,0,1362,1.0,0,Gd,6,Typ,1,Gd,RFn,2.0,460.0,Y,192,0,Normal,2007,12.300048902922589,219706.7327107701
120,RL,34.0,Reg,Lvl,Inside,NridgHt,8,5,2006,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1554,0,1554,0.0,0,Gd,6,Typ,1,Gd,RFn,2.0,627.0,Y,156,0,Normal,2007,12.415426969907935,246576.35224214953
120,RL,48.0,IR1,Lvl,Inside,NridgHt,9,5,2005,Hip,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Y,1577,0,1577,1.0,0,Ex,6,Typ,1,Gd,RFn,2.0,564.0,Y,203,0,Normal,2007,12.55560705368591,283681.39922040614
120,RL,48.0,Reg,Lvl,Inside,NridgHt,8,5,2006,Hip,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1324,0,1324,0.0,0,Gd,6,Typ,1,Gd,Fin,2.0,550.0,Y,0,0,Partial,2007,12.357026957441715,232588.70484028602
120,RL,48.0,Reg,Lvl,Inside,NridgHt,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1405,0,1405,1.0,0,Gd,6,Typ,1,Gd,RFn,2.0,478.0,Y,136,0,Normal,2007,12.331713143713603,226774.89301448746
60,RL,59.0,IR1,Lvl,Inside,Gilbert,6,5,2007,Gable,VinylSd,Gd,CBlock,Gd,No,Unf,Ex,Y,768,728,1496,0.0,0,Gd,7,Typ,0,,Unf,2.0,572.0,Y,100,0,Partial,2007,12.013503747991205,164967.49739459166
60,RL,65.0,Reg,Lvl,Inside,Gilbert,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,768,768,1536,0.0,1,Gd,6,Typ,1,Gd,Fin,2.0,400.0,Y,100,0,Normal,2007,12.074813114163803,175398.0276808136
60,RL,58.0,IR1,Lvl,Inside,Gilbert,7,5,2007,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,608,850,1458,0.0,0,Gd,6,Typ,0,,Fin,2.0,454.0,Y,100,0,Partial,2007,12.043866838177829,170053.23909945865
60,RL,62.0,IR1,Lvl,Inside,Gilbert,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,738,757,1495,0.0,1,Gd,7,Typ,1,Gd,RFn,2.0,440.0,Y,100,0,Partial,2007,12.096785680010083,179294.62474131712
60,RL,63.0,IR1,Lvl,Inside,Gilbert,6,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,698,1048,1746,1.0,1,Gd,6,Typ,1,Gd,Unf,3.0,350.0,Y,0,0,Partial,2007,12.202006152073608,199188.35270636575
20,RL,88.0,IR1,Lvl,Corner,Gilbert,6,5,2005,Gable,VinylSd,TA,PConc,Gd,Av,GLQ,Ex,Y,1326,0,1326,1.0,0,Gd,6,Typ,0,,Fin,2.0,388.0,Y,120,0,Normal,2007,12.162433375548577,191459.84435231794
60,RL,72.0,IR1,Lvl,Inside,Gilbert,6,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,752,752,1504,0.0,1,Gd,6,Typ,0,,Fin,2.0,440.0,Y,100,0,Partial,2007,12.090070505501727,178094.66353144046
60,RL,64.0,Reg,Lvl,Inside,Gilbert,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,728,728,1456,0.0,1,Gd,7,Typ,0,,Fin,2.0,400.0,Y,100,0,Partial,2007,12.088845402584735,177876.6128341923
20,RL,64.0,Reg,Lvl,Inside,Gilbert,7,6,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1258,0,1258,0.0,0,Gd,6,Typ,0,,RFn,2.0,462.0,Y,0,0,Partial,2007,12.107745156391506,181270.406939741
120,RL,,Reg,Lvl,Inside,Blmngtn,8,5,2003,Hip,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1589,0,1589,1.0,0,Gd,7,Typ,1,TA,Fin,3.0,630.0,Y,143,0,Normal,2007,12.474107339681588,261478.4996202776
20,RL,53.0,Reg,Lvl,Inside,Blmngtn,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1266,0,1266,0.0,0,Gd,6,Typ,1,Gd,Fin,2.0,388.0,Y,100,0,Partial,2007,12.182180959013062,195278.29207808664
80,RL,65.0,IR2,Lvl,Inside,Gilbert,7,5,2005,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1119,0,1119,1.0,0,Gd,5,Typ,0,,Fin,2.0,437.0,Y,100,0,Normal,2007,12.15743622299724,190505.47684863812
80,RL,87.0,IR1,Lvl,Corner,Gilbert,7,5,2004,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,744,630,1374,1.0,1,Gd,8,Typ,1,Gd,Fin,2.0,400.0,Y,100,0,Family,2007,12.160694204763036,191127.15237236043
20,RL,59.0,IR1,Lvl,Inside,Gilbert,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1525,0,1525,0.0,1,Gd,6,Typ,1,Gd,RFn,2.0,534.0,Y,100,0,Partial,2007,12.270643508135471,213340.23295801968
80,RL,,IR1,Lvl,Corner,Gilbert,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,754,640,1394,0.0,1,Gd,7,Typ,1,TA,Fin,2.0,400.0,Y,100,0,Normal,2007,12.092005882120123,178439.67753742778
60,RL,63.0,Reg,Lvl,Inside,Gilbert,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,847,1101,1948,0.0,1,Gd,8,Typ,1,Gd,Fin,2.0,434.0,Y,0,0,Normal,2007,12.217329980498707,202264.1874407316
60,RL,,IR1,Lvl,Inside,Gilbert,7,5,2002,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,864,1131,1995,0.0,1,Gd,8,Typ,1,Gd,Fin,2.0,435.0,Y,264,0,Normal,2007,12.306282888058472,221080.65928614332
60,RL,58.0,IR1,Lvl,Inside,Gilbert,6,5,2000,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,940,750,1690,1.0,1,TA,7,Typ,1,TA,RFn,2.0,442.0,Y,0,0,Normal,2007,12.175119986282295,193904.29397304094
60,RL,59.0,IR1,Lvl,Inside,Gilbert,6,5,2000,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,961,683,1644,0.0,1,TA,7,Typ,1,TA,RFn,2.0,460.0,Y,460,0,Normal,2007,12.10164180139219,180167.4186837047
60,RL,100.0,IR1,Lvl,Inside,NoRidge,8,5,1998,Hip,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1779,772,2551,1.0,1,Gd,8,Typ,2,TA,Fin,3.0,925.0,Y,76,0,Normal,2007,12.747836597677676,343807.2974891934
60,RL,89.0,IR1,Lvl,Inside,NoRidge,9,5,1998,Gable,MetalSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1671,1407,3078,1.0,1,Gd,9,Typ,1,TA,Fin,3.0,806.0,Y,108,0,Normal,2007,12.866841746614735,387256.191532465
60,RL,74.0,IR1,Lvl,Inside,NoRidge,8,5,1999,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1411,1171,2582,1.0,1,Gd,9,Typ,1,TA,Fin,3.0,758.0,Y,286,0,Normal,2007,12.68105136358099,321595.99523469876
60,RL,83.0,Reg,Lvl,Inside,NoRidge,7,5,1998,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1108,1277,2385,0.0,1,Gd,8,Typ,1,TA,Fin,3.0,600.0,Y,120,0,Normal,2007,12.461482020068365,258198.00223007437
60,RL,88.0,Reg,Lvl,Inside,NoRidge,8,5,1993,Gable,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Y,1105,1097,2202,1.0,1,Gd,9,Typ,1,TA,RFn,2.0,517.0,Y,0,144,Normal,2007,12.581094619021158,291004.67724203906
60,RL,82.0,IR1,Lvl,Inside,NoRidge,8,5,1997,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1335,1203,2538,0.0,1,Gd,8,Typ,1,TA,RFn,3.0,933.0,Y,198,0,Normal,2007,12.621762735569202,303083.23070572026
20,RL,75.0,Reg,Lvl,Inside,Somerst,7,6,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1369,0,1369,0.0,0,Gd,5,Typ,0,,Unf,2.0,605.0,Y,0,0,Partial,2007,12.191881315824034,197181.77851148124
20,RL,91.0,Reg,Lvl,Inside,Somerst,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1542,0,1542,1.0,0,Gd,6,Typ,1,Gd,Unf,3.0,852.0,Y,168,0,Partial,2007,12.461508784287346,258204.9127904241
20,RL,76.0,Reg,Lvl,Inside,Somerst,8,5,2006,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Gd,Y,1534,0,1534,0.0,0,Gd,7,Typ,1,Gd,Fin,2.0,484.0,Y,168,0,Family,2007,12.338790711381277,228385.60088849135
20,RL,98.0,IR1,Lvl,Inside,Somerst,10,5,2007,Hip,CemntBd,Ex,PConc,Ex,Av,GLQ,Ex,Y,1966,0,1966,1.0,0,Ex,6,Typ,1,Gd,Fin,3.0,1092.0,Y,76,0,Partial,2007,12.794946778157842,360391.70132386975
20,RL,85.0,Reg,Lvl,FR2,Somerst,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1528,0,1528,0.0,2,Gd,6,Typ,1,TA,Unf,2.0,480.0,Y,0,0,Partial,2007,12.287939144844163,217062.1820813208
20,RL,74.0,Reg,Lvl,Inside,Somerst,8,5,2005,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1538,0,1538,1.0,0,Gd,7,Typ,0,,RFn,2.0,484.0,Y,146,0,Normal,2007,12.374354413416173,236653.9942317603
20,RL,70.0,Reg,Lvl,Inside,Somerst,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1506,0,1506,1.0,0,Gd,7,Typ,1,Gd,RFn,2.0,672.0,Y,192,0,Normal,2007,12.366256542983992,234745.33929945715
60,RL,70.0,Reg,Lvl,Inside,Somerst,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,982,995,1977,0.0,1,Gd,7,Typ,0,,RFn,3.0,574.0,Y,240,0,Family,2007,12.267158191447152,212597.96894775552
60,RL,75.0,Reg,Lvl,Inside,Somerst,8,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1302,528,1830,0.0,1,Gd,7,Typ,0,,RFn,3.0,859.0,Y,0,0,Normal,2007,12.351392906410744,231281.97276217464
20,FV,72.0,Reg,Lvl,Inside,Somerst,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1338,0,1338,0.0,0,Gd,6,Typ,0,,RFn,2.0,598.0,Y,0,0,Partial,2007,12.293350574852997,218239.98280612883
20,FV,75.0,Reg,Lvl,Inside,Somerst,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1335,0,1335,0.0,0,Gd,6,Typ,0,,RFn,2.0,575.0,Y,0,0,Partial,2007,12.18148391017505,195142.22100110725
60,FV,72.0,Reg,Lvl,Inside,Somerst,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,896,896,1792,0.0,1,Gd,8,Typ,0,,Fin,2.0,590.0,Y,184,0,Partial,2007,12.420620135556568,247860.19480259562
60,FV,81.0,Reg,Lvl,Corner,Somerst,5,5,2007,Gable,VinylSd,Gd,CBlock,Gd,,Unf,Ex,Y,725,863,1588,0.0,0,Gd,8,Typ,0,,Unf,2.0,561.0,Y,0,0,Partial,2007,12.060197022346143,172853.03821052425
60,FV,112.0,IR1,Lvl,Inside,Somerst,8,5,2007,Hip,WdShing,Gd,PConc,Ex,Av,GLQ,Ex,Y,955,925,1880,1.0,1,Ex,8,Typ,1,Gd,Fin,3.0,880.0,Y,168,0,Partial,2007,12.630692062718497,305801.6789204283
20,FV,84.0,Reg,Lvl,Corner,Somerst,8,5,2007,Gable,CemntBd,Ex,PConc,Gd,Mn,Unf,Ex,Y,1584,0,1584,0.0,0,Ex,6,Typ,1,Gd,Fin,2.0,594.0,Y,0,0,Partial,2007,12.426505307496004,249323.1954485119
20,FV,100.0,IR1,Lvl,Corner,Somerst,8,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1685,0,1685,0.0,0,Gd,5,Typ,1,Gd,Fin,3.0,658.0,Y,112,0,Normal,2007,12.463819107241983,258802.13915468717
60,FV,85.0,Reg,Lvl,Inside,Somerst,6,5,2004,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1158,1285,2443,0.0,1,Gd,9,Min2,1,Gd,RFn,3.0,744.0,Y,193,0,Normal,2007,12.406081303359649,244282.6665805495
20,RL,63.0,Reg,Lvl,Inside,SawyerW,6,5,2007,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,1100,0,1100,0.0,1,TA,6,Typ,0,,,0.0,0.0,Y,0,0,Partial,2007,11.808801764870385,134430.3856025341
20,RL,63.0,Reg,Lvl,Inside,SawyerW,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1143,0,1143,0.0,1,Gd,5,Typ,0,,,0.0,0.0,Y,0,0,Normal,2007,11.87580174040516,143745.7999372843
